GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
0500000US06037,"Los Angeles County, California",119875,2022
1400000US06037267504,Census Tract 2675.04; Los Angeles County; California,161976,2022
1400000US06037267600,Census Tract 2676; Los Angeles County; California,120674,2022
1400000US06037267700,Census Tract 2677; Los Angeles County; California,163782,2022
1400000US06037267800,Census Tract 2678; Los Angeles County; California,181587,2022
1400000US06037267901,Census Tract 2679.01; Los Angeles County; California,196049,2022
1400000US06037267902,Census Tract 2679.02; Los Angeles County; California,223245,2022
1400000US06037269000,Census Tract 2690; Los Angeles County; California,249659,2022
1400000US06037269100,Census Tract 2691; Los Angeles County; California,156138,2022
1400000US06037269300,Census Tract 2693; Los Angeles County; California,316722,2022
1400000US06037269500,Census Tract 2695; Los Angeles County; California,412193,2022
1400000US06037269601,Census Tract 2696.01; Los Angeles County; California,85238,2022
1400000US06037269602,Census Tract 2696.02; Los Angeles County; California,97508,2022
1400000US06037269700,Census Tract 2697; Los Angeles County; California,171835,2022
1400000US06037269800,Census Tract 2698; Los Angeles County; California,149339,2022
1400000US06037269903,Census Tract 2699.03; Los Angeles County; California,95960,2022
1400000US06037269905,Census Tract 2699.05; Los Angeles County; California,124484,2022
1400000US06037269906,Census Tract 2699.06; Los Angeles County; California,141797,2022
1400000US06037269907,Census Tract 2699.07; Los Angeles County; California,106956,2022
1400000US06037269908,Census Tract 2699.08; Los Angeles County; California,102207,2022
1400000US06037269909,Census Tract 2699.09; Los Angeles County; California,110541,2022
1400000US06037270101,Census Tract 2701.01; Los Angeles County; California,112182,2022
1400000US06037270102,Census Tract 2701.02; Los Angeles County; California,104921,2022
1400000US06037270200,Census Tract 2702; Los Angeles County; California,137899,2022
1400000US06037270300,Census Tract 2703; Los Angeles County; California,111877,2022
1400000US06037271100,Census Tract 2711; Los Angeles County; California,165573,2022
1400000US06037271200,Census Tract 2712; Los Angeles County; California,129956,2022
1400000US06037271300,Census Tract 2713; Los Angeles County; California,206119,2022
1400000US06037271400,Census Tract 2714; Los Angeles County; California,233418,2022
1400000US06037271500,Census Tract 2715; Los Angeles County; California,205928,2022
1400000US06037271600,Census Tract 2716; Los Angeles County; California,174912,2022
1400000US06037271702,Census Tract 2717.02; Los Angeles County; California,108546,2022
1400000US06037271703,Census Tract 2717.03; Los Angeles County; California,119370,2022
1400000US06037271704,Census Tract 2717.04; Los Angeles County; California,154695,2022
1400000US06037271801,Census Tract 2718.01; Los Angeles County; California,97566,2022
1400000US06037271803,Census Tract 2718.03; Los Angeles County; California,103939,2022
1400000US06037271804,Census Tract 2718.04; Los Angeles County; California,132807,2022
1400000US06037271901,Census Tract 2719.01; Los Angeles County; California,158041,2022
1400000US06037271902,Census Tract 2719.02; Los Angeles County; California,135573,2022
1400000US06037272100,Census Tract 2721; Los Angeles County; California,190069,2022
1400000US06037272201,Census Tract 2722.01; Los Angeles County; California,118622,2022
1400000US06037272202,Census Tract 2722.02; Los Angeles County; California,155835,2022
1400000US06037272301,Census Tract 2723.01; Los Angeles County; California,170387,2022
1400000US06037272302,Census Tract 2723.02; Los Angeles County; California,112803,2022
1400000US06037273100,Census Tract 2731; Los Angeles County; California,233889,2022
1400000US06037273200,Census Tract 2732; Los Angeles County; California,177701,2022
1400000US06037273300,Census Tract 2733; Los Angeles County; California,177785,2022
1400000US06037273403,Census Tract 2734.03; Los Angeles County; California,269653,2022
1400000US06037273404,Census Tract 2734.04; Los Angeles County; California,128384,2022
1400000US06037273502,Census Tract 2735.02; Los Angeles County; California,138741,2022
1400000US06037273600,Census Tract 2736; Los Angeles County; California,219623,2022
1400000US06037273700,Census Tract 2737; Los Angeles County; California,185030,2022
1400000US06037273800,Census Tract 2738; Los Angeles County; California,169363,2022
1400000US06037273902,Census Tract 2739.02; Los Angeles County; California,174159,2022
1400000US06037274100,Census Tract 2741; Los Angeles County; California,201056,2022
1400000US06037274202,Census Tract 2742.02; Los Angeles County; California,220876,2022
1400000US06037275101,Census Tract 2751.01; Los Angeles County; California,172619,2022
1400000US06037275102,Census Tract 2751.02; Los Angeles County; California,119224,2022
1400000US06037275200,Census Tract 2752; Los Angeles County; California,128858,2022
1400000US06037275311,Census Tract 2753.11; Los Angeles County; California,119645,2022
1400000US06037275312,Census Tract 2753.12; Los Angeles County; California,178828,2022
1400000US06037275313,Census Tract 2753.13; Los Angeles County; California,127082,2022
1400000US06037275400,Census Tract 2754; Los Angeles County; California,172823,2022
1400000US06037275500,Census Tract 2755; Los Angeles County; California,99227,2022
1400000US06037275603,Census Tract 2756.03; Los Angeles County; California,151032,2022
1400000US06037275604,Census Tract 2756.04; Los Angeles County; California,236780,2022
1400000US06037275605,Census Tract 2756.05; Los Angeles County; California,170654,2022
1400000US06037276000,Census Tract 2760; Los Angeles County; California,169827,2022
1400000US06037276101,Census Tract 2761.01; Los Angeles County; California,131253,2022
1400000US06037276102,Census Tract 2761.02; Los Angeles County; California,96500,2022
1400000US06037276400,Census Tract 2764; Los Angeles County; California,234013,2022
1400000US06037276500,Census Tract 2765; Los Angeles County; California,177050,2022
1400000US06037276601,Census Tract 2766.01; Los Angeles County; California,242922,2022
1400000US06037276605,Census Tract 2766.05; Los Angeles County; California,122006,2022
1400000US06037276606,Census Tract 2766.06; Los Angeles County; California,162912,2022
1400000US06037276607,Census Tract 2766.07; Los Angeles County; California,119935,2022
1400000US06037276608,Census Tract 2766.08; Los Angeles County; California,141908,2022
1400000US06037277000,Census Tract 2770; Los Angeles County; California,181355,2022
1400000US06037277100,Census Tract 2771; Los Angeles County; California,175996,2022
1400000US06037277200,Census Tract 2772; Los Angeles County; California,83582,2022
1400000US06037277400,Census Tract 2774; Los Angeles County; California,-,2022
1400000US06037278001,Census Tract 2780.01; Los Angeles County; California,141083,2022
1400000US06037278102,Census Tract 2781.02; Los Angeles County; California,206679,2022
1400000US06037291110,Census Tract 2911.10; Los Angeles County; California,71960,2022
1400000US06037291120,Census Tract 2911.20; Los Angeles County; California,69109,2022
1400000US06037291130,Census Tract 2911.30; Los Angeles County; California,103013,2022
1400000US06037291210,Census Tract 2912.10; Los Angeles County; California,78972,2022
1400000US06037291220,Census Tract 2912.20; Los Angeles County; California,80546,2022
1400000US06037291300,Census Tract 2913; Los Angeles County; California,128710,2022
1400000US06037292001,Census Tract 2920.01; Los Angeles County; California,70604,2022
1400000US06037292002,Census Tract 2920.02; Los Angeles County; California,122809,2022
1400000US06037293203,Census Tract 2932.03; Los Angeles County; California,86610,2022
1400000US06037293204,Census Tract 2932.04; Los Angeles County; California,106546,2022
1400000US06037293205,Census Tract 2932.05; Los Angeles County; California,71921,2022
1400000US06037293206,Census Tract 2932.06; Los Angeles County; California,87810,2022
1400000US06037293301,Census Tract 2933.01; Los Angeles County; California,142712,2022
1400000US06037293302,Census Tract 2933.02; Los Angeles County; California,124683,2022
1400000US06037293304,Census Tract 2933.04; Los Angeles County; California,87811,2022
1400000US06037293306,Census Tract 2933.06; Los Angeles County; California,111383,2022
1400000US06037293307,Census Tract 2933.07; Los Angeles County; California,82987,2022
1400000US06037294110,Census Tract 2941.10; Los Angeles County; California,111205,2022
1400000US06037294120,Census Tract 2941.20; Los Angeles County; California,74063,2022
1400000US06037294200,Census Tract 2942; Los Angeles County; California,80435,2022
1400000US06037294301,Census Tract 2943.01; Los Angeles County; California,109216,2022
1400000US06037294302,Census Tract 2943.02; Los Angeles County; California,81716,2022
1400000US06037294410,Census Tract 2944.10; Los Angeles County; California,94740,2022
1400000US06037294421,Census Tract 2944.21; Los Angeles County; California,67371,2022
1400000US06037294510,Census Tract 2945.10; Los Angeles County; California,66568,2022
1400000US06037294520,Census Tract 2945.20; Los Angeles County; California,79251,2022
1400000US06037294610,Census Tract 2946.10; Los Angeles County; California,78707,2022
1400000US06037294620,Census Tract 2946.20; Los Angeles County; California,82993,2022
1400000US06037294701,Census Tract 2947.01; Los Angeles County; California,61347,2022
1400000US06037294810,Census Tract 2948.10; Los Angeles County; California,57790,2022
1400000US06037294820,Census Tract 2948.20; Los Angeles County; California,51163,2022
1400000US06037294830,Census Tract 2948.30; Los Angeles County; California,70373,2022
1400000US06037294900,Census Tract 2949; Los Angeles County; California,83710,2022
1400000US06037295103,Census Tract 2951.03; Los Angeles County; California,151120,2022
1400000US06037296210,Census Tract 2962.10; Los Angeles County; California,62142,2022
1400000US06037296220,Census Tract 2962.20; Los Angeles County; California,86384,2022
1400000US06037296300,Census Tract 2963; Los Angeles County; California,121189,2022
1400000US06037296401,Census Tract 2964.01; Los Angeles County; California,140893,2022
1400000US06037296402,Census Tract 2964.02; Los Angeles County; California,140253,2022
1400000US06037296500,Census Tract 2965; Los Angeles County; California,75685,2022
1400000US06037296600,Census Tract 2966; Los Angeles County; California,82946,2022
1400000US06037296901,Census Tract 2969.01; Los Angeles County; California,80789,2022
1400000US06037296902,Census Tract 2969.02; Los Angeles County; California,92607,2022
1400000US06037297001,Census Tract 2970.01; Los Angeles County; California,184091,2022
1400000US06037297002,Census Tract 2970.02; Los Angeles County; California,128735,2022
1400000US06037297110,Census Tract 2971.10; Los Angeles County; California,59126,2022
1400000US06037297120,Census Tract 2971.20; Los Angeles County; California,97289,2022
1400000US06037297201,Census Tract 2972.01; Los Angeles County; California,67102,2022
1400000US06037297202,Census Tract 2972.02; Los Angeles County; California,113690,2022
1400000US06037297300,Census Tract 2973; Los Angeles County; California,142856,2022
1400000US06037297400,Census Tract 2974; Los Angeles County; California,169783,2022
1400000US06037297501,Census Tract 2975.01; Los Angeles County; California,192187,2022
1400000US06037297502,Census Tract 2975.02; Los Angeles County; California,113211,2022
1400000US06037297601,Census Tract 2976.01; Los Angeles County; California,119932,2022
1400000US06037297602,Census Tract 2976.02; Los Angeles County; California,102450,2022
1400000US06037300100,Census Tract 3001; Los Angeles County; California,215566,2022
1400000US06037300200,Census Tract 3002; Los Angeles County; California,163040,2022
1400000US06037300301,Census Tract 3003.01; Los Angeles County; California,172513,2022
1400000US06037300400,Census Tract 3004; Los Angeles County; California,148411,2022
1400000US06037300501,Census Tract 3005.01; Los Angeles County; California,135071,2022
